,file path,Instrument,Dastgah,Sample rates,Audios,Chroma stft,Spectral bandwidth,Spectral rolloff,Mel Spectogram,rms,Zero crossing rate,Chroma Cens_0,Chroma Cens_1,Chroma Cens_2,Chroma Cens_3,Chroma Cens_4,Chroma Cens_5,Chroma Cens_6,Chroma Cens_7,Chroma Cens_8,Chroma Cens_9,Chroma Cens_10,Chroma Cens_11,Chroma Cens_12,Chroma Cens_13,Chroma Cens_14,Chroma Cens_15,Chroma Cens_16,Chroma Cens_17,Chroma Cens_18,Chroma Cens_19,Chroma CQT_0,Chroma CQT_1,Chroma CQT_2,Chroma CQT_3,Chroma CQT_4,Chroma CQT_5,Chroma CQT_6,Chroma CQT_7,Chroma CQT_8,Chroma CQT_9,Chroma CQT_10,Chroma CQT_11,Chroma CQT_12,Chroma CQT_13,Chroma CQT_14,Chroma CQT_15,Chroma CQT_16,Chroma CQT_17,Chroma CQT_18,Chroma CQT_19,Tonnetz_0,Tonnetz_1,Tonnetz_2,Tonnetz_3,Tonnetz_4,Tonnetz_5,MFCC_0,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20,MFCC_21,MFCC_22,MFCC_23
460,/content/drive/MyDrive/Final Project/D_3/I_2/santoor.mp3,2.0,3.0,22050,[0.18340239 0.30414137 0.2565878  ... 0.00043046 0.00072883 0.00116649],0.19040366,2083.6781989297,4459.849433391802,3.774502,0.12879352,0.13725731216369488,0.034809929105187855,0.2542607736688346,0.06696983111030867,0.19762665241685914,0.02522986015000423,0.05338431899465931,0.2754780232781154,0.12756550422796917,0.23394164324159938,0.1353777384967792,0.04458131299482104,0.14395645160422324,0.055682662258001094,0.09282128147648086,0.1891000535090486,0.08942549556146645,0.2300455033395252,0.4175769094695644,0.03196918710515541,0.016072904445395247,0.183111,0.41401982,0.20849292,0.35541946,0.1908461,0.20080732,0.44268784,0.29653943,0.40719894,0.29878175,0.1879164,0.30088863,0.20223328,0.25523776,0.3543707,0.26236787,0.38918814,0.6182155,0.18974592,0.14522867,-0.04087572794848179,0.05456840725141016,-0.12639577758399687,-0.1123182535405181,0.057121630103924285,-0.08196961622707578,-129.94814,85.90722,-62.588375,0.5662627,-40.6349,2.8726883,-33.865032,11.448561,-30.011227,10.3406,-12.808373,9.174259,-5.8774223,1.9596834,-5.5473595,-3.178355,-3.6688201,-5.187407,-0.99651,-15.039361,-6.4066563,-7.6801143,-8.35006,-13.739405
461,/content/drive/MyDrive/Final Project/D_3/I_2/ردیف_ابتدایی_سنتور_دستگاه_همایون_درآمد.mp3,2.0,3.0,22050,"[ 1.0138637e-01  8.0983698e-02 -3.8954385e-02 ...  1.1931039e-05
 -1.4395688e-05 -1.7672295e-05]",0.21470347,2083.6781989297,4069.394081633956,4.2771173,0.14207497,0.15723223812658918,0.21529048647065221,0.0052214792523069455,0.012694443447588815,0.2620187423844237,0.056014713588651226,0.10902757308771692,0.15144096840641572,0.0024369039454661032,0.22876264601132884,0.04574252729528674,0.08637536850871644,0.20167085410473265,0.2940437407552156,0.02572294893496382,0.27935327185446923,0.1279788764287179,0.0055160521438354735,0.0219077121408116,0.34200721416301,0.04495159015103484,0.3647709,0.12458242,0.11628004,0.43229687,0.18978865,0.24653898,0.29750463,0.12261736,0.3966102,0.17957821,0.21282405,0.34506384,0.46269768,0.1493847,0.45383853,0.2667691,0.122444,0.15482052,0.50534904,0.16172828,0.15170977938901786,0.12304006103503365,0.14334057333828054,0.014568558588068267,-0.06764440125305762,-0.0174119179586876,-108.85734,73.71048,-64.59065,15.744817,-25.376215,-8.3798685,-22.447033,-7.63023,-16.503252,3.4693885,-11.538153,-0.4349866,-3.9004545,1.7590264,-7.403808,3.2288601,-8.066344,3.8554397,-5.337606,0.91461074,-7.9640007,-2.8740056,-4.948286,0.36691082
462,/content/drive/MyDrive/Final Project/D_3/I_2/index.html_VALID=TRUE_attid=366068_VALID=TRUE_q=10_g=473611_t=1_w=4.mp4,2.0,3.0,22050,[0.00351829 0.00649389 0.00734689 ... 0.         0.         0.        ],0.23365226,2083.6781989297,4975.290500981835,0.19191165,0.033113442,0.20216971010094856,0.0035127211599512097,0.053179760103716,0.29956396453477024,0.13456512411089863,0.07965081660926658,0.04848913784292713,0.10479145725382834,0.14169185720851774,0.08105242372945853,0.035355996656172464,0.4986437705818256,0.01470156043354109,0.05896840888336298,0.1060186126750644,0.027055785235666836,0.03486321018217821,0.10726855554851625,0.23763175099448397,0.3877356696701381,0.19680305978597054,0.15251334,0.22436742,0.4649599,0.30662557,0.24383073,0.21295957,0.24597876,0.3022712,0.25105706,0.20820396,0.7101383,0.16714944,0.2023176,0.27945358,0.20663406,0.20387533,0.27133182,0.4226353,0.6002132,0.35395697,-0.0020281370753750558,-0.2848740104821038,0.040724717573873706,-0.18068858602567994,-0.006348670476796211,-0.03183769027158721,-236.08995,50.11603,-60.511997,11.534732,-42.30926,-8.355696,-26.23323,-6.734198,-31.152464,-14.290846,-16.475285,2.4091072,-14.871854,1.9917077,-5.9203186,1.4243275,-14.229144,0.7418306,-7.5205803,0.17172916,-5.010088,-4.013211,-7.3382115,0.008067213
463,/content/drive/MyDrive/Final Project/D_3/I_2/index.html_attid=70697_VALID=TRUE_q=11.mp3,2.0,3.0,22050,"[ 0.12342375  0.10972142 -0.04310371 ...  0.          0.
  0.        ]",0.2622328,2083.6781989297,3890.380069929454,1.5515078,0.08060731,0.13276120439868777,0.2934399188667099,0.04482048436209858,0.03485668456178283,0.1426532031880349,0.06576333173177369,0.10476804737588065,0.23798077194878733,0.02156312125558668,0.03279509968838838,0.07793289359073519,0.06701124209861808,0.006255905798342897,0.05338752340531069,0.094706727316377,0.04898612736571093,0.1989340989419979,0.27435218096340486,0.5098710968971434,0.36201005762247607,0.22410025626583557,0.5779408,0.32551512,0.2769741,0.43177688,0.34687626,0.38159338,0.5327243,0.28969577,0.28835365,0.3535439,0.34709188,0.23439135,0.3397569,0.38045782,0.34427702,0.46302003,0.55115914,0.8674434,0.68758667,0.47183082,-0.03643288536711966,0.058845168268697144,0.06520081348414629,-0.09185950588696205,0.013225060614046134,0.009785118133719871,-171.11897,129.11392,-51.53825,47.531162,-36.57022,18.982494,-17.959948,-1.5334892,-3.0863729,-7.826751,8.58245,-0.4333251,7.76743,-3.157216,5.88107,-2.8521507,3.4419026,-2.4272614,-3.1474488,-0.45528618,2.8347576,8.584946,5.3413153,8.59185
464,/content/drive/MyDrive/Final Project/D_3/I_2/index.html_VALID=TRUE_attid=53808_VALID=TRUE_q=10_g=60727_t=1_w=4.mp4,2.0,3.0,22050,"[-0.01261382  0.05488842  0.1159102  ...  0.          0.
  0.        ]",0.209272,2083.6781989297,3388.993154058219,0.37829828,0.04052368,0.14032776436373734,0.38062039038643325,0.024260088504682763,0.007389129380672522,0.23263225525728887,0.04636872524790838,0.12028212841073839,0.07338611358166601,0.0028692327425528645,0.11172544390087898,0.01697104281699655,0.10673663740757557,0.20667310892082774,0.337355748455688,0.019859404034460435,0.3558477457504651,0.07942050322111155,0.005402858174071259,0.031297827220370514,0.3290879467280351,0.07504535979682939,0.5484164,0.14033562,0.10276192,0.37844986,0.18734862,0.26413205,0.20247029,0.10540165,0.25057575,0.13150322,0.2449014,0.35641056,0.4984298,0.14232734,0.5437533,0.22698788,0.1306449,0.15337136,0.48054186,0.20410097,0.09931088646674367,0.14429276634865898,0.21507342761903486,0.10099861617022438,-0.05898753842835671,0.009924266141677495,-264.46713,97.56312,-89.2471,25.815557,-36.28676,-12.602649,-24.451511,-23.331694,-22.780907,-18.788902,-12.632326,-10.339372,-8.243046,-7.843091,-5.631086,-6.324282,-3.7736928,-4.8338866,-7.4106383,-10.991448,-15.090562,-15.741972,-9.084747,-0.74329406
465,/content/drive/MyDrive/Final Project/D_3/I_2/index.html_VALID=TRUE_attid=53808_VALID=TRUE_q=10_g=60727_t=1_w=4.1,2.0,3.0,22050,"[-0.01261382  0.05488842  0.1159102  ...  0.          0.
  0.        ]",0.209272,2083.6781989297,3388.993154058219,0.37829828,0.04052368,0.14032776436373734,0.38062039038643325,0.024260088504682763,0.007389129380672522,0.23263225525728887,0.04636872524790838,0.12028212841073839,0.07338611358166601,0.0028692327425528645,0.11172544390087898,0.01697104281699655,0.10673663740757557,0.20667310892082774,0.337355748455688,0.019859404034460435,0.3558477457504651,0.07942050322111155,0.005402858174071259,0.031297827220370514,0.3290879467280351,0.07504535979682939,0.5484164,0.14033562,0.10276192,0.37844986,0.18734862,0.26413205,0.20247029,0.10540165,0.25057575,0.13150322,0.2449014,0.35641056,0.4984298,0.14232734,0.5437533,0.22698788,0.1306449,0.15337136,0.48054186,0.20410097,0.09931088646674367,0.14429276634865898,0.21507342761903486,0.10099861617022438,-0.05898753842835671,0.009924266141677495,-264.46713,97.56312,-89.2471,25.815557,-36.28676,-12.602649,-24.451511,-23.331694,-22.780907,-18.788902,-12.632326,-10.339372,-8.243046,-7.843091,-5.631086,-6.324282,-3.7736928,-4.8338866,-7.4106383,-10.991448,-15.090562,-15.741972,-9.084747,-0.74329406
466,/content/drive/MyDrive/Final Project/D_3/I_2/index.html_VALID=TRUE_attid=115776_VALID=TRUE_q=10_g=136977_t=1_w=4.mp4,2.0,3.0,22050,"[-0.00028879 -0.00125022 -0.00601935 ...  0.          0.
  0.        ]",0.18021193,2083.6781989297,3607.871268433241,0.3488956,0.029144378,0.07860594886704209,0.04301136223476067,0.07332956508004418,0.1296444905215796,0.13869659758570094,0.22994482537075092,0.031244484281121254,0.15827698089765233,0.026412035421549726,0.010114841901982554,0.061557880027513626,0.42246364558443034,0.19378373226899495,0.5101118868390745,0.12605367928740138,0.04682750226084801,0.09819771987969322,0.0734826278569558,0.04171894345396937,0.05043190020536437,0.0020561498461369753,0.1997641,0.24551518,0.29671434,0.30865037,0.39641663,0.19362319,0.32824656,0.20175883,0.18295042,0.2292826,0.60958415,0.32549378,0.7014753,0.2777236,0.21001855,0.26985177,0.25823617,0.21027863,0.20419957,0.13516505,0.07916860885483874,-0.029383081283406276,0.14787826313366775,-0.12935471132660242,0.04603557662011708,-0.0010704320893161953,-314.98016,104.5268,-4.8928766,0.9970595,-37.299553,-0.3456834,-15.723242,-6.423747,-21.446327,-1.0680014,-0.47153395,-2.819692,-7.1263914,-1.578035,4.8447843,-1.0650783,10.670261,12.612797,10.324126,4.9494057,1.6186175,3.561033,3.1240003,3.7129552
467,/content/drive/MyDrive/Final Project/D_3/I_2/index.html_VALID=TRUE_attid=115776_VALID=TRUE_q=10_g=136977_t=1_w=4.1,2.0,3.0,22050,"[-0.00028879 -0.00125022 -0.00601935 ...  0.          0.
  0.        ]",0.18021193,2083.6781989297,3607.871268433241,0.3488956,0.029144378,0.07860594886704209,0.04301136223476067,0.07332956508004418,0.1296444905215796,0.13869659758570094,0.22994482537075092,0.031244484281121254,0.15827698089765233,0.026412035421549726,0.010114841901982554,0.061557880027513626,0.42246364558443034,0.19378373226899495,0.5101118868390745,0.12605367928740138,0.04682750226084801,0.09819771987969322,0.0734826278569558,0.04171894345396937,0.05043190020536437,0.0020561498461369753,0.1997641,0.24551518,0.29671434,0.30865037,0.39641663,0.19362319,0.32824656,0.20175883,0.18295042,0.2292826,0.60958415,0.32549378,0.7014753,0.2777236,0.21001855,0.26985177,0.25823617,0.21027863,0.20419957,0.13516505,0.07916860885483874,-0.029383081283406276,0.14787826313366775,-0.12935471132660242,0.04603557662011708,-0.0010704320893161953,-314.98016,104.5268,-4.8928766,0.9970595,-37.299553,-0.3456834,-15.723242,-6.423747,-21.446327,-1.0680014,-0.47153395,-2.819692,-7.1263914,-1.578035,4.8447843,-1.0650783,10.670261,12.612797,10.324126,4.9494057,1.6186175,3.561033,3.1240003,3.7129552
468,/content/drive/MyDrive/Final Project/D_3/I_2/index.html_VALID=TRUE_attid=344998_VALID=TRUE_q=10_g=449296_t=1_w=4.mp4,2.0,3.0,22050,"[-0.03961365 -0.05155297 -0.02196971 ...  0.          0.
  0.        ]",0.17241225,2083.6781989297,2614.507278619206,0.94598603,0.052777026,0.10535402997898205,0.21640789959317,0.11238628984826851,0.005402142353773142,0.0565018747482515,0.33263356377850156,0.15416762706971213,0.12582188540790684,0.0661450278720099,0.14889983732618597,0.24963252287185297,0.08595679386964768,0.05256027187232799,0.32495364720194847,0.01619829241169237,0.17750482055993522,0.10864625800053558,0.0365228480984,0.031243404757778478,0.0819856164488431,0.15644663642084872,0.3623513,0.2468039,0.09268386,0.17142992,0.4915482,0.2855105,0.25731117,0.1888779,0.25892785,0.40767968,0.22326098,0.1826651,0.48783028,0.10887228,0.31430465,0.23049623,0.14464085,0.12907025,0.21532997,0.29494894,0.0630177998796052,0.1463199108324483,0.04191203010023706,0.009635127554228693,-0.05292176507783665,0.03340289992963815,-286.95407,103.308815,-57.575287,-21.965023,-26.185995,-11.759108,-16.65302,-13.795376,-13.959869,-1.0933369,2.265619,3.8511863,1.4623449,1.684818,-3.2102535,-2.2940228,0.8447057,5.95824,-1.1636436,1.551395,0.85998404,1.2421671,-0.61801726,0.5434942
469,/content/drive/MyDrive/Final Project/D_3/I_2/index.html_VALID=TRUE_attid=53808_VALID=TRUE_q=10_g=60727_t=1_w=4.2,2.0,3.0,22050,"[-0.01261382  0.05488842  0.1159102  ...  0.          0.
  0.        ]",0.209272,2083.6781989297,3388.993154058219,0.37829828,0.04052368,0.14032776436373734,0.38062039038643325,0.024260088504682763,0.007389129380672522,0.23263225525728887,0.04636872524790838,0.12028212841073839,0.07338611358166601,0.0028692327425528645,0.11172544390087898,0.01697104281699655,0.10673663740757557,0.20667310892082774,0.337355748455688,0.019859404034460435,0.3558477457504651,0.07942050322111155,0.005402858174071259,0.031297827220370514,0.3290879467280351,0.07504535979682939,0.5484164,0.14033562,0.10276192,0.37844986,0.18734862,0.26413205,0.20247029,0.10540165,0.25057575,0.13150322,0.2449014,0.35641056,0.4984298,0.14232734,0.5437533,0.22698788,0.1306449,0.15337136,0.48054186,0.20410097,0.09931088646674367,0.14429276634865898,0.21507342761903486,0.10099861617022438,-0.05898753842835671,0.009924266141677495,-264.46713,97.56312,-89.2471,25.815557,-36.28676,-12.602649,-24.451511,-23.331694,-22.780907,-18.788902,-12.632326,-10.339372,-8.243046,-7.843091,-5.631086,-6.324282,-3.7736928,-4.8338866,-7.4106383,-10.991448,-15.090562,-15.741972,-9.084747,-0.74329406
470,/content/drive/MyDrive/Final Project/D_3/I_2/index.html_VALID=TRUE_attid=84796_VALID=TRUE_q=10_g=93347_t=1_w=4.mp4,2.0,3.0,22050,"[-7.8458842e-03 -6.5900609e-03  4.0203626e-03 ... -5.8437904e-06
 -2.6110469e-05 -3.3568056e-05]",0.19580741,2083.6781989297,4761.904679092064,1.1253966,0.06715258,0.1706857637024188,0.2486677700668861,0.050424846265372796,0.029154455645272456,0.11493927902209806,0.24671715527576052,0.0439986074201929,0.01630246483832959,0.07302357030187587,0.03460450169945482,0.06948936688010202,0.12186486998533615,0.052782613326737886,0.5171253729640778,0.03250052077763697,0.015820633099924535,0.25505336150644364,0.10574298984832542,0.38633083971998605,0.07759350842928148,0.02680686970591178,0.39260834,0.18083823,0.16364866,0.2494698,0.38041556,0.16600917,0.1446241,0.21814491,0.17571884,0.2073653,0.258253,0.19094431,0.6936915,0.17520583,0.13629234,0.39307898,0.23923486,0.5314575,0.2098417,0.16445827,0.13969631905859936,0.28252866259041653,0.08647050208752673,-0.14370830469929038,0.07157551110050592,-0.013709198864504868,-190.24907,51.229,-59.76028,0.86937624,-41.442627,-11.094874,-21.1785,-1.7031522,-13.486192,-0.52131426,-14.644899,-8.499741,-5.193743,6.8905725,4.2346506,8.074011,-1.1731844,5.478188,-5.3190084,4.1910863,-0.7510254,-0.00952375,-7.057127,4.2127438
471,/content/drive/MyDrive/Final Project/D_3/I_3/setar-Homayoon.mp3,3.0,3.0,22050,[0.09759049 0.12776116 0.08167551 ... 0.         0.         0.        ],0.1874771,2083.6781989297,3800.7665307329444,1.5840566,0.06912057,0.0933949668517679,0.06551423947473237,0.08783113584147816,0.07515492927784712,0.24753192682121458,0.14749790471935068,0.08577027406453494,0.3442456017019476,0.401534922464068,0.0769105259122711,0.1335823010489785,0.029529583090824044,0.029913476081973422,0.022480926479302835,0.08844386354180256,0.10882553755977548,0.30283594643337375,0.017784739109081963,0.014252919066534387,0.18247254626276282,0.06685486524720329,0.21188107,0.23232597,0.22349161,0.40497583,0.28293017,0.23196615,0.49681887,0.59026897,0.21522978,0.2912491,0.17701678,0.16750136,0.15551683,0.23553467,0.23910628,0.42211744,0.15049303,0.1478361,0.31029555,0.21718004,0.28901065564932815,-0.10946545838981482,-0.0726308777999286,0.15667956814763825,0.002396140777669427,-0.03467942598160905,-233.0586,97.680244,-14.424844,-0.085397094,0.025089655,-3.9224417,-14.63978,-9.253761,-13.865459,-10.008583,-10.364763,-5.8328147,-7.919028,0.17981693,-18.13976,-4.90398,-7.4395585,-0.09229202,-6.9092846,-3.3109474,-8.918729,7.561487,-3.3544033,-2.6266286
472,/content/drive/MyDrive/Final Project/D_3/I_3/Ahmad_Ebadi-Homayoun-(WWW.IRMP3.IR).mp3,3.0,3.0,22050,"[-0.10042489 -0.13060261 -0.09804495 ...  0.          0.
  0.        ]",0.21472643,2083.6781989297,2631.101349800167,2.6034186,0.09119524,0.07532788657489671,0.14234819847675412,0.16882062491481625,0.45750975851482184,0.22923872457329766,0.14064947372618275,0.10714485051175462,0.02734996855946798,0.09965866210472626,0.07554355759873937,0.09815860429497247,0.10820759364731006,0.14263047267905052,0.1620451181638619,0.22693779954867535,0.3240861864153664,0.06930608257510013,0.049271284864652126,0.05840835648419263,0.04591720550796383,0.05797746966295001,0.3682942,0.38463435,0.71193945,0.4302843,0.36066675,0.3174105,0.22777976,0.31635544,0.2934114,0.30450934,0.30308115,0.37167463,0.38562223,0.44396338,0.55107033,0.2725397,0.23919436,0.24567412,0.22434035,0.2571028,-0.059275341681858135,-0.06285327849984214,-0.10120356980343938,0.027804181518059242,-0.00853560921374632,-0.02943529486684323,-226.81027,117.42515,-12.913731,11.900765,-1.5203156,17.994066,-6.0836396,-6.16367,-9.362724,-2.7801123,-2.444769,-0.36135307,-3.116656,2.2709403,3.149458,9.382147,0.9921041,1.1257892,0.4101369,2.6235623,-2.9377604,7.863694,-4.9202733,8.164945
473,/content/drive/MyDrive/Final Project/D_3/I_3/mehdi_paknejad_3_3_60S.mp3,3.0,3.0,22050,"[ 2.8076172e-03  5.4016113e-03  8.7585449e-03 ... -3.0517578e-05
 -3.0517578e-05 -3.0517578e-05]",0.18337202,2083.6781989297,3565.9873268821025,3.3087244,0.106015645,0.07602851598736085,0.022557994232860368,0.005441161369389545,0.009208432025887376,0.1338676386315065,0.14066235042074934,0.6216707090819956,0.06389322120977543,0.028061861605660154,0.21280470097337353,0.15058663795224336,0.07401534325953697,0.05040940776429959,0.014792649757184476,0.10286281019406791,0.07160013228850137,0.027594453679515088,0.09572557154948257,0.28066215139063133,0.010158010456158634,0.12523166408601752,0.11167601,0.10636845,0.09409194,0.24499738,0.22775987,0.77901727,0.16878876,0.12601744,0.33341047,0.25523975,0.1865521,0.1642641,0.124391206,0.20962977,0.17883268,0.12433374,0.2018614,0.34715816,0.09088419,0.22218601,-0.33827296771772036,0.10789595910978096,0.1929166279980479,-0.11882611443727101,-0.03238897765849333,0.06007760475893558,-182.17921,97.23604,-21.432886,8.598439,-10.274916,-1.5453662,-21.362871,-10.82804,-19.136312,-11.606471,-26.491678,-14.3773,-17.439213,-8.662606,-25.98584,-7.0378118,-15.347783,0.039566126,-5.2494373,-1.0790942,-10.146571,4.4457808,-8.6577425,-1.860387
474,/content/drive/MyDrive/Final Project/D_3/I_3/sepideh_meshki_3_3_203S.mp3,3.0,3.0,22050,"[-0.04019096 -0.06678633 -0.06649835 ...  0.          0.
  0.        ]",0.16908641,2083.6781989297,4183.0725712398835,3.4808075,0.10614255,0.0861701068832434,0.010846164077666774,0.05955292201514451,0.18030279236748434,0.03480800124184907,0.1189779716011852,0.17104991985766368,0.16109622981060953,0.11892764673892946,0.0369299367406339,0.04422616223276044,0.5474768734191944,0.03535130026363085,0.017194886912933638,0.0656352822606327,0.05136632502814265,0.0462979794751285,0.04802823092423033,0.014497915560820812,0.38329236912440967,0.10944549309886273,0.11396963,0.18819901,0.2831956,0.14759922,0.25780255,0.28270596,0.2773828,0.25186074,0.16077867,0.16021101,0.7141835,0.14113325,0.119333245,0.17406143,0.15941866,0.1465483,0.16810255,0.12572163,0.52109766,0.22650424,0.022568215779000738,-0.39027912997223685,0.11173416477275129,-0.18691445108153035,-0.025355554605609412,0.05421087879911437,-190.23752,78.43728,-11.872827,1.2822174,-19.57401,16.431292,-9.214616,-1.8647935,-16.854353,-11.397964,-18.205582,-7.899245,-16.350105,-7.839441,-10.461987,0.87152517,-6.062677,-1.2072392,-4.5284133,5.0474753,-3.4787211,4.9619694,-0.9197337,-3.1085815
475,/content/drive/MyDrive/Final Project/D_3/I_3/01-Moghadame_Homayoon.mp3,3.0,3.0,22050,"[-7.8046508e-02 -1.4701106e-01 -5.1720053e-02 ... -1.6646587e-11
  2.0235276e-12  0.0000000e+00]",0.2163492,2083.6781989297,4905.270566176961,0.38480127,0.043924678,0.20708231890341516,0.004027390633388694,0.02180779756547928,0.2256028592201009,0.03954067307470811,0.3003238497486711,0.059622248707590635,0.023657417072135346,0.21373267019782183,0.08486394899941287,0.09147755584359689,0.1456751613234877,0.019311679420749787,0.16836736439220046,0.023087473333765037,0.12167453519795245,0.19412056478848314,0.28186121104941775,0.02192558446559162,0.39284598919883706,0.16780153881626994,0.10147328,0.12281843,0.37409878,0.14816944,0.4550478,0.17976713,0.11949076,0.35898578,0.22483626,0.21961369,0.2688705,0.14307545,0.3198449,0.14825425,0.25520244,0.32733354,0.4406698,0.12443212,0.586889,0.30368114,0.18758874022875274,-0.13542941130582045,0.015597998521020949,-0.06847284700226583,-0.049240146724410544,-0.03527411254685181,-238.80368,40.547432,-55.34017,14.96219,-35.439194,-9.958641,-23.256956,-4.164146,-21.659641,-8.18748,-8.648209,-0.6580096,-4.826402,1.8470422,-8.716138,0.21033561,-7.143925,-2.9529896,-15.433058,-4.692986,-10.772751,1.3344773,-1.0655622,0.50655264
